rank,code,candidate_level,tcad_score,geometry_score,manufacturer,device_name,report_type,pixel_pitch_um,active_si_thickness_um,dti_type,dti_depth_um,dti_width_nm,transfer_gate_type,pixel_architecture,doping_table_count,doping_row_count,region_depth_count,html_snippet_count,pdf_snippet_count,source_html,source_pdf
208,DEF-1902-801,process_snippet_only,3,2,ON Semi,AR0233AT1B00XUEA0-DRBR-E,DEF,3.0,,,,,,,0,0,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/122_DEF-1902-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/122_DEF-1902-801/ON_Semiconductor_AR0233AT_DEF-1902-801.pdf
209,DEF-1907-803,insufficient_for_tcad,3,3,OmniVision,OV2311,DEF,3.0,,,,,,two_shared,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/116_DEF-1907-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/116_DEF-1907-803/OmniVision_OV2311_DEF-1907-803.pdf
210,DEF-2012-802,insufficient_for_tcad,3,3,Unknown,CeleX-V,DEF,9.8,,,,,,standalone,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/098_DEF-2012-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/098_DEF-2012-802/CelePixel_CeleX_V_DEF-2012-802.pdf
211,DEF-2104-802,process_snippet_only,3,2,Sony,IMX991-AABA,DEF,5.0,,,,,,standalone,0,0,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/096_DEF-2104-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/096_DEF-2104-802/Sony_IMX990_DEF-2104-802.pdf
212,DEF-2105-801,insufficient_for_tcad,3,3,Prophesee,V2M_CIS,DEF,15.0,,,,,,standalone,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/091_DEF-2105-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/091_DEF-2105-801/Prophesee_V2M_DEF-2105-801.pdf; /Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/091_DEF-2105-801/Prophosee_V2M_DEF-2105-801.pdf
213,DEF-2107-801,insufficient_for_tcad,3,3,Canon,LY1240_CIS,DEF,4.1,,,,,,standalone,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/089_DEF-2107-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/089_DEF-2107-801/Canon_LI7050_DEF-2107-801.pdf
214,DEF-2212-803,insufficient_for_tcad,3,3,Panasonic,MN34450_CIS,DEF,4.3,,,,,,standalone,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/064_DEF-2212-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/064_DEF-2212-803/Nuvoton_KM34450PLJ_DEF-2212-803.pdf
215,DEF-2308-803,insufficient_for_tcad,3,3,,,DEF,11.2,10.5,,,,,standalone,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/006_DEF-2308-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/006_DEF-2308-803/GPixel_GSENSE400BSI_DEF-2308-803.pdf
216,DEP-2603-801,process_snippet_only,3,0,Samsung,JN5,DEP,,,,,,,,0,0,0,4,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/047_DEP-2603-801.html,
217,DEF-1407-802,insufficient_for_tcad,2,2,OmniVision,OV10635-N29Y-PB,DEF,4.2,,,,,,,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/161_DEF-1407-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/161_DEF-1407-802/OV10635_Device_Essentials_Summary_DEF-1407-802.pdf
218,DEF-2007-801,insufficient_for_tcad,2,2,Newsight Imaging,NSI1000A0,DEF,6.0,,,,,,four_shared,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/104_DEF-2007-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/104_DEF-2007-801/Newsight_Imaging_NSI1000_DEF-2007-801.pdf
219,DEF-2304-806,process_snippet_only,2,1,,,DEF,1.75,,,,,,,0,0,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/012_DEF-2304-806.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/012_DEF-2304-806/TI Image_Sensor_Design_Wins_Tracker_Volume_8_Issue_1.pdf
220,DEF-2211-801,insufficient_for_tcad,1,1,Stratio,BeyonSense 1,DEF,,,,,,,standalone,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/019_DEF-2211-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/019_DEF-2211-801/Stratio_BeyonSense_SWIR_DEF-2211-801.pdf
221,DEF-2304-805,insufficient_for_tcad,1,1,,,DEF,,,dti_present,,,,,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/011_DEF-2304-805.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/011_DEF-2304-805/TI 2020_Noteworthy_Image_Sensor_Patents_Vol_8_No_1_REDACTED.pdf
222,DEF-2606-802,insufficient_for_tcad,0,0,OmniVision,BKQ-N49_Rear-Cam3_CIS,DEF,,,,,,,,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/167_DEF-2606-802.html,
223,DEP-2602-801,insufficient_for_tcad,0,0,OmniVision,OX05C1S_CIS,DEP,,,,,,,,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/046_DEP-2602-801.html,
224,DEP-2606-801,insufficient_for_tcad,0,0,Sony,LYT-901,DEP,,,,,,,,0,0,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/048_DEP-2606-801.html,
