code,report_type,release_date,analysis_year,manufacturer,device_name,device_type,title,content_title,sensor_modality,pixel_pitch_um,resolution_mp,resolution_x,resolution_y,optical_format,active_si_thickness_um,optical_stack_height_um,cfa_thickness_um,cfa_thickness_min_um,cfa_thickness_max_um,ocl_pitch_um,color_filter_pitch_um,grid_pitch_um,die_area_mm2,die_size_text,package_dimensions_text,cis_foundry,cis_process_nm,isp_process_nm,pixel_beol_metal_pitch_nm,pixel_sharing,pixel_architecture,transistors_per_pixel,subpixels_per_pixel,illumination,shutter,transfer_gate_type,is_stacked,has_dbi,has_dti,dti_type,dti_depth_um,dti_width_um,dti_width_nm,dti_aspect_ratio,dti_fill_material,dti_liner_material,dti_biasing,cfa_pattern,microlens_type,grid_material,metal_stack,has_hdr,has_lofic,has_pdaf,source_html,source_pdf,stack_config,tcad_profile
DEF-2502-802,DEF,2025-03-31T00:00:00.000+00:00,2025,Sony,IMX487-AAMJ-C,Image Sensors,Sony IMX487 Device Essentials Folder,Sony IMX487 Device Essentials Folder,global_shutter_cis,2.74,8.13,,,"2/3""",3.0,3.8,,,,2.74,,2.74,150.02,13.54 mm × 11.08 mm (150.02 mm^2^),20.0 mm × 16.8 mm × 2.7 mm thick,Sony,90.0,40.0,270.0,"Four-shared (2×2-pixel configuration), 5T effective per pixel",four_shared,5.0,,back_illuminated,global,vertical_transfer_gate,true,true,true,back_dti,,,,,,,,monochrome,ocl,w,6 Cu + 1 Al + 1 Cu DBI,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/025_DEF-2502-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2502_802_sony_imx487_aamj_c.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2502_802_sony_imx487_aamj_c/profile.json
DEF-2502-803,DEF,2025-04-09T00:00:00.000+00:00,2025,Melexis,MLX90632SLD-BCB-000-SP,Temperature Sensor,Melexis MLX90632 Digital Infrared Thermometer IC Device Essentials Folder,Melexis ML90632 Digital Infrared Thermometer Device Essentials Folder,cmos_image_sensor,,,,,,,,,,,,,,5.29,2.33 mm × 2.27 mm (5.29 mm^2^),3.0 mm × 3.0 mm × 1.0 mm thick,—,,,,Non-shared (2×2),standalone,,,,,,,,,,,,,,,,,,,,4 Al,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/001_DEF-2502-803.html,,,
DEF-2504-802,DEF,2025-07-03T00:00:00.000+00:00,2025,OmniVision,OX12A10,CMOS Image Sensor,OmniVision OX12A10 Device Essentials Folder,OmniVision OX12A10 Stacked Back-Illuminated CMOS Automotive Image Sensor,cmos_image_sensor,2.1,12.0,,,"1/1.43""",3.0,2.7,,,,,,,70.98,10.87 mm × 6.53 mm (70.98 mm^2^),12.5 mm × 8.1 mm × 1.3 mm thick,TSMC,65.0,40.0,200.0,"Non-shared (standalone), 7T effective per pixel",standalone,7.0,,back_illuminated,,,true,true,true,partial_depth_back_dti,,,,,,,,rggb_bayer,high_precision,w,8 Cu + 1 Cu DBI pad,true,true,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/022_DEF-2504-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2504_802_omnivision_ox12a10.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2504_802_omnivision_ox12a10/profile.json
DEF-2505-803,DEF,2025-06-27T00:00:00.000+00:00,2025,SmartSens,SC550XS,CMOS Image Sensor,SmartSens SC550XS Device Essentials Folder,SmartSens SC550XS CMOS Image Sensor,cmos_image_sensor,1.0,50.0,,,"1/1.56""",2.9,2.1,,,,,,,71.46,9.54 mm × 7.49 mm (71.46 mm^2^),15.3 mm × 14.4 mm × 6.7 mm thick,TSMC,65.0,22.0,180.0,"Four-shared (2×2-pixel configuration), 2T effective per pixel",quad_pixel,2.0,,back_illuminated,,,true,true,true,back_dti,2.0,,,,,,,quad_bayer,gapless_ocl,tin,7 Cu + 1 Cu DBI,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/024_DEF-2505-803.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2505_803_smartsens_sc550xs.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2505_803_smartsens_sc550xs/profile.json
DEF-2506-802,DEF,2025-07-09T00:00:00.000+00:00,2025,Samsung,JNP (S5KJNP),CMOS Image Sensor,Samsung ISOCELL JNP Device Essentials Folder,Samsung ISOCELL JNP Stacked Back-Illuminated CMOS Image Sensor,cmos_image_sensor,0.64,50.0,,,"1/2.76""",3.8,3.0,,,,,,,30.9,6.49 mm × 4.76 mm (30.9 mm^2^),9.2 mm × 9.8 mm × 4.8 mm thick,Samsung,45.0,28.0,110.0,"8-shared (4×2-pixel configuration), 3T effective per pixel",eight_shared,3.0,,back_illuminated,,dual_vertical_transfer_gate,true,,,,,,,,,,,bayer,ocl,,8 Cu,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/021_DEF-2506-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2506_802_samsung_jnp_s5kjnp.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2506_802_samsung_jnp_s5kjnp/profile.json
DEF-2506-803,DEF,2025-08-20T00:00:00.000+00:00,2025,Sony,ISX031_CIS,CMOS Image Sensor,Sony ISX031 Device Essentials Folder,Sony ISX031 Stacked Back-Illuminated CMOS Image Sensor,cmos_image_sensor,3.0,3.0,,,"1/2.42""",3.2,2.6,,0.51,0.65,3.0,,3.0,45.23,7.26 mm × 6.23 mm (45.23 mm^2^),9.30 mm × 8.70 mm × 2.50 mm thick,TSMC,90.0,,240.0,"Standalone with sub-pixel architecture, 7T per pixel effective",standalone,7.0,,back_illuminated,rolling,vertical_transfer_gate,true,true,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,w,6 Cu + 1 Al + 1 Cu DBI pad,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/019_DEF-2506-803.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2506_803_sony_isx031_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2506_803_sony_isx031_cis/profile.json
DEF-2507-801,DEF,2025-08-14T00:00:00.000+00:00,2025,SmartSens,SC5A5XS,CMOS Image Sensor,SmartSens SC5A5XS Device Essentials Folder,"SmartSens SC5A5XS 50MP, 1"" Format, 1.60 µm Stacked Back Illuminated CMOS Image Sensor",cmos_image_sensor,1.6,50.0,,,"1""",3.0,3.2,0.54,0.54,3.2,,,,168.3,15.11 mm × 11.14 mm (168.3 mm^2^),26.3 mm × 25.3 mm × 11.2 mm thick,Unidentified,65.0,28.0,170.0,"4-shared (2×2-pixel configuration), 2.25T effective per pixel",four_shared,2.25,,back_illuminated,,,true,true,,,,,,,,,,bayer,gapless_ocl,tin,7 Cu + 1 Cu DBI pad,true,true,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/020_DEF-2507-801.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2507_801_smartsens_sc5a5xs.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2507_801_smartsens_sc5a5xs/profile.json
DEF-2508-801,DEF,2025-09-24T00:00:00.000+00:00,2025,Unknown,LMR-AL10_Ultra_Dual-Rear-Cam2_CIS,CMOS Image Sensor,Huawei Pura 80 Ultra Telephoto Rear Cam 50 MP Sensor Device Essentials Folder,Huawei Pura 80 Ultra Rear 50 MP Telephoto CMOS Image Sensor,cmos_image_sensor,1.22,50.0,,,"1/1.28""",3.1,2.2,,0.47,0.67,2.44,2.44,,97.33,11.37 mm × 8.56 mm (97.33 mm^2^),17.3 mm × 11.5 mm × 14.3 mm thick,HLMC,65.0,,180.0,"4-shared (2 × 2-pixel configuration), 2T effective per pixel",quad_pixel,2.0,,back_illuminated,,,true,true,true,partial_depth_back_dti,,,,,,,,quad_bayer,gapless_ocl,w,7 Cu interconnect + 1 Cu DBI pad,true,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/018_DEF-2508-801.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2508_801_unknown_lmr_al10_ultra_dual_rear_cam2_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2508_801_unknown_lmr_al10_ultra_dual_rear_cam2_cis/profile.json
DEF-2508-802,DEF,2025-10-31T00:00:00.000+00:00,2025,Sony,IMX454_CIS,CMOS Image Sensor,Sony IMX454LXR-C Device Essentials Folder,Sony IMX454 2.13 MP Multispectral Sensor,cmos_image_sensor,2.9,2.13,,,"1/2.8""",4.4,3.5,,,,2.9,,2.9,47.12,8.34 mm × 5.65 mm (47.12 mm^2^),12.0 mm × 9.3 mm × 1.6 mm thick,Sony,90.0,,260.0,"Non-shared, 5T effective per pixel",standalone,5.0,,back_illuminated,,,,,,,,,,,,,,,gapless_ocl,w,4 Cu + 1Al + 1 back W shield,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/016_DEF-2508-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2508_802_sony_imx454_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2508_802_sony_imx454_cis/profile.json
DEF-2509-801,DEF,2025-10-28T00:00:00.000+00:00,2025,OmniVision,OG05C10_CIS,CMOS Image Sensor,OmniVision OG05C10 3.5µm Global Shutter Sensor Device Essentials Folder,OmniVision OG05C10 Voltage Domain Global Shutter CMOS Image Sensor,global_shutter_cis,3.45,5.0,,,"1/1.45""",5.9,3.6,3.6,0.68,0.87,3.45,3.45,3.45,110.09,11.80 mm × 9.33 mm (110.09 mm^2^),38.26 mm × 37.93 mm × 37.88 mm thick,TSMC,65.0,,190.0,"Standalone, 5T effective per pixel",standalone,5.0,,back_illuminated,global,,true,true,true,full_depth_front_dti,,0.24,240.0,,,,,bayer,ocl,tin,6 Cu + 1 MIM cap between M4 and M5 + 1 Cu DBI pad,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/017_DEF-2509-801.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2509_801_omnivision_og05c10_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2509_801_omnivision_og05c10_cis/profile.json
DEF-2509-802,DEF,2025-11-19T00:00:00.000+00:00,2025,Sony,IMX914,CMOS Image Sensor,Sony IMX914 Device Essentials Folder,Sony IMX914 CMOS Image Sensor,cmos_image_sensor,1.0,24.0,,,,3.6,1.8,,0.43,0.6,1.0,1.0,1.0,38.66,6.52 mm × 5.93 mm (38.66 mm^2^),24.6 mm × 19.9 mm × 10.5 mm thick,TSMC,90.0,,230.0,"Eight shared, 1.5 T effective per pixel",quad_pixel,1.5,,back_illuminated,,,true,true,true,full_depth_front_dti,2.4,,,,,,,quad_bayer,gapless_ocl,w,7 Cu + 1 Al + 1 Cu DBI grid,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/015_DEF-2509-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2509_802_sony_imx914.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2509_802_sony_imx914/profile.json
DEF-2511-802,DEF,2025-12-19T00:00:00.000+00:00,2025,Samsung,HP5,CMOS Image Sensor,Samsung ISOCELL HP5 Device Essentials Folder,Samsung HP5 200MP 0.5 µm CMOS Image Sensor,cmos_image_sensor,0.5,200.0,,,"1/1.56""",4.0,1.5,,,,,,,68.19,9.51 mm × 7.17 mm (68.19 mm^2^),39.9 mm × 27.3 mm × 9.8 mm thick,Samsung,45.0,,110.0,"8-shared (4×2-pixel configuration), 1.875T effective per pixel",eight_shared,1.875,,back_illuminated,,dual_vertical_transfer_gate,true,,true,full_depth_front_dti,,,,,polysilicon,,,bayer,high_precision,tin,6 Cu + 1 back ISOCELL grid (pixel array) + 1 back W shield/TSV + 1 back Al bond pad,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/014_DEF-2511-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2511_802_samsung_hp5.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2511_802_samsung_hp5/profile.json
DEF-2511-803,DEF,2026-01-15T00:00:00.000+00:00,2026,STMicroelectronics,56G812A1A_CIS,CMOS Image Sensor,STMicroelectronics 56G812A1A (iPhone 17 Pro Max) Device Essentials Folder,STMicrolectronics 56G812A1A Infrared Image Sensor Device Essentials,global_shutter_cis,2.9,1.46,,,,9.7,2.8,,,,,,,20.5,4.83 mm × 4.24 mm (20.5 mm^2^),12.2 mm × 8.6 mm × 6.8 mm thick,STMicroelectronics,65.0,,190.0,"Non-shared pixel configuration, 9T effective per pixel",standalone,9.0,,front_illuminated,global,,true,true,true,full_depth_front_dti,9.4,,,,,dielectric,,,high_precision,w,"4 Cu + 2 TiN MIM cap electrodes +1 Cu DBI pad, 1 back TiN/W light shield, 1back Al bond pad",,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/013_DEF-2511-803.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2511_803_stmicroelectronics_56g812a1a_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2511_803_stmicroelectronics_56g812a1a_cis/profile.json
DEF-2512-801,DEF,2026-02-04T00:00:00.000+00:00,2026,Galaxycore Inc,GC50F6,CMOS Image Sensor,GalaxyCore GC50F6 Device Essentials Folder,"GalaxyCore GC50F6, 50 MP Resolution, 0.61 µm Pixel Pitch Monolithic Back-Illuminated CMOS Image Sensor",cmos_image_sensor,0.61,50.0,16,16,"1/2.88""",3.0,1.3,1.3,1.3,3.0,0.61,0.61,1.22,31.39,6.06 mm × 5.18 mm (31.39 mm 2 ),9.3 mm × 8.9 mm × 5.4 mm thick,GalaxyCore,65.0,,180.0,"Eight-shared (4×2-pixel configuration), 1.5T effective per pixel",eight_shared,1.5,,back_illuminated,,,true,,true,partial_depth_back_dti,,,,,,,,rggb_bayer,gapless_ocl,tin,3 Cu + 1 back CMG grid/light shield + 1 back Al bond pad/shield,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/012_DEF-2512-801.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2512_801_galaxycore_inc_gc50f6.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2512_801_galaxycore_inc_gc50f6/profile.json
DEF-2601-802,DEF,2026-03-09T00:00:00.000+00:00,2026,STMicroelectronics,55G1BA_CIS,CMOS Image Sensor,STMicroelectronics VD55G1 Device Essentials Folder,"STMicroelectronics VD55G1, 1/9"" Format, 0.56 MP Resolution, 2.16 µm Pixel Pitch, Stacked Back-Illuminated Monochrome Global Shutter CMOS Image Sensor",global_shutter_cis,2.16,0.56,,,"1/9""",5.9,3.6,,,,,,,5.54,2.65 mm × 2.09 mm (5.54 mm^2^),6.50 mm × 6.50 mm × 5.66 mm thick,STMicroelectronics,65.0,,180.0,"Standalone (non-shared), 6T effective per pixel",standalone,6.0,,back_illuminated,global,,true,true,true,full_depth_front_dti,,,,,,,,monochrome,gapless_ocl,w,4 Cu + 1 Cu DBI pad + 1 back W light shield + 1 back Al bond pad,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/010_DEF-2601-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2601_802_stmicroelectronics_55g1ba_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2601_802_stmicroelectronics_55g1ba_cis/profile.json
DEF-2601-804,DEF,2026-03-23T00:00:00.000+00:00,2026,OmniVision,OX05C1S_CIS,CMOS Image Sensor,OmniVision OX05C1S Device Essentials Folder,OmniVision OX05C CMOS Image Sensor,global_shutter_cis,2.2,5.0,2592,1944,"1/2.525""",5.9,2.6,,,,,,,34.57,6.56 mm × 5.27 mm (34.57 mm^2^),6.61 mm × 5.32 mm × 0.74 mm thick,TSMC,65.0,,200.0,"Stand alone (non-shared), 5T effective per pixel",two_shared,5.0,,back_illuminated,global,,true,true,true,full_depth_front_dti,,,,,,,,,ocl,w,4 Cu + 1 Cu DBI metal + 1 back W grid/shield + 1 back Al bond pad,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/009_DEF-2601-804.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2601_804_omnivision_ox05c1s_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2601_804_omnivision_ox05c1s_cis/profile.json
DEF-2602-801,DEF,2026-03-31T00:00:00.000+00:00,2026,SmartSens,SC485SL-CS3NNH0,Image Sensors,SmartSens SC485SL Device Essentials Folder,"SmartSens SC485SL 4.0 MP Pixel Resolution, 1/1.8"" Format, 2.9 µm Pixel Pitch, Back Illuminated CMOS Image Sensor",cmos_image_sensor,2.9,40.0,,,"1/1.8""",3.2,2.5,,,,2.9,2.9,2.9,48.44,8.62 mm × 5.62 mm (48.44 mm 2 ),8.7 mm × 5.7 mm × 0.8 mm thick,Unidentified,90.0,,320.0,"Standalone (non-shared), 5T effective per pixel",quad_pixel,5.0,,back_illuminated,,,true,,true,partial_depth_back_dti,2.4,,,,,,,quad_bayer,gapless_ocl,w,4 Al + 1 CMG back shield/grid,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/008_DEF-2602-801.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2602_801_smartsens_sc485sl_cs3nnh0.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2602_801_smartsens_sc485sl_cs3nnh0/profile.json
DEF-2603-801,DEF,2026-04-22T00:00:00.000+00:00,2026,Samsung,S5K931SX,CMOS Image Sensor,Samsung ISOCELL Vizion 931 Device Essentials Folder,Samsung ISOCELL Vizion 931 Stacked Back-Illuminated Voltage Domain Global Shutter CMOS Image Sensor,global_shutter_cis,2.2,0.307,640,480,"1/9""",7.3,2.7,,,,,,,7.48,2.75 mm × 2.72 mm (7.48 mm^ 2^ ),8.6 mm × 8.5 mm × 6.6 mm thick,Samsung,45.0,,140.0,"standalone pixel configuration, 11T effective per pixel",standalone,11.0,,back_illuminated,global,vertical_transfer_gate,true,true,true,full_depth_front_dti,7.0,0.166,166.0,42.0,polysilicon,tin,biased,monochrome,gapless_ocl,w,"6 Cu + 3 TIN MIM cap electrodes + 1 Cu DBI, 1 back TiN ISOCELL grid liner (pixel array) + 1 back W shield/TSV + 1 back Al bond pad",,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/006_DEF-2603-801.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2603_801_samsung_s5k931sx.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2603_801_samsung_s5k931sx/profile.json
DEF-2603-802,DEF,2026-04-07T00:00:00.000+00:00,2026,OmniVision,OV50X,CMOS Image Sensor,OmniVision OV50X Device Essentials Folder,"OmniVision OV50X (OV50X50), 50MP, 1"" Format, 1.60 µm Pixel Pitch, Stacked Back Illuminated CMOS Image Sensor with TheiaCel™ Technology",cmos_image_sensor,1.6,50.0,50,50,"1""",3.0,2.8,3.0,2.0,3.0,3.2,3.2,3.2,173.79,15.06 mm × 11.54 mm (173.79 mm 2 ),24.0 mm × 23.2 mm × 10.8 mm thick,TSMC,65.0,,200.0,"4-shared (2 × 2-pixel configuration), 2.5T effective per pixel",quad_pixel,2.5,,back_illuminated,,,true,true,true,partial_depth_back_dti,2.0,,,,,,,bayer,gapless_ocl,w,"6 Cu + MIM capacitor’s electrodes + 1 Cu DBI pad, 1 back W light shield/grid + 1 back Al bond pad",true,true,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/007_DEF-2603-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2603_802_omnivision_ov50x.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2603_802_omnivision_ov50x/profile.json
DEF-2603-803,DEF,2026-05-04T00:00:00.000+00:00,2026,OmniVision,L3A_Triple-Gimbal-Cam1_CIS,CMOS Image Sensor,DJI Mavic 4 Pro Main Camera Sensor (OmniVision 100 MP) Device Essentials Folder,DJI Mavic 4 Pro Main Camera Sensor (OmniVision 100 MP) Device Essentials Folder,cmos_image_sensor,1.45,100.0,,,"4/3""",3.0,1.9,,0.56,0.69,1.45,1.45,1.45,282.91,20.15 mm × 14.04 mm (282.91 mm 2 ),33.3 mm × 26.0 mm × 4.5 mm thick,XMC,65.0,,180.0,"Four-shared (2 × 2-pixel configuration), 2T effective per pixel",quad_pixel,2.0,,back_illuminated,,,true,,true,partial_depth_back_dti,1.9,,,,oxide,,,quad_bayer,gapless_ocl,tin,4 Cu + 1 Al pixel array shield + 1 back composite material shield/grid + 1 back Al bond pad + 1 Cu TSV,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/005_DEF-2603-803.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2603_803_omnivision_l3a_triple_gimbal_cam1_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2603_803_omnivision_l3a_triple_gimbal_cam1_cis/profile.json
DEF-2603-804,DEF,2026-05-27T00:00:00.000+00:00,2026,Sony,IMX775,CMOS Image Sensor,Technical Report: Sony IMX775 Device Essentials Folder,Sony IMX775 CMOS Image Sensor,global_shutter_cis,2.1,5.0,,,"1/2.64""",6.7,2.3,0.59,0.59,6.7,2.1,2.1,2.1,35.81,6.62 mm × 5.41 mm (35.81 mm 2 ),9.30 mm × 7.98 mm × 1.52 mm thick,Sony,90.0,,240.0,"Stand alone (non-shared), 6T effective per pixel",standalone,6.0,,back_illuminated,global,,true,true,true,full_depth_front_dti,,,,,,,,,gapless_ocl,tin,5 Cu + 1 Al (bond pad) + 1 Cu DBI pad + 1 back W grid/light shield,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/004_DEF-2603-804.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2603_804_sony_imx775.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2603_804_sony_imx775/profile.json
DEF-2604-801,DEF,2026-05-29T00:00:00.000+00:00,2026,Sony,LYT-901,CMOS Image Sensor,Technical Report: Sony LYT-901 Device Essentials Folder,"Sony LYT-901, 200 MP, 0.70 µm, Stacked Back-Illuminated CMOS Image Sensor",cmos_image_sensor,0.7,200.0,,,"1/1.12""",4.5,1.7,,,,,,,129.66,13.15 mm × 9.86 mm (129.66 mm 2 ),24.0 mm × 23.8 mm × 13.0 mm thick,Sony,45.0,,170.0,"Eight-shared (4×2), 1.625T effective per pixel",quad_pixel,1.625,,back_illuminated,,vertical_transfer_gate,true,true,true,partial_depth_back_dti,,,,,,,,quad_bayer,gapless_ocl,tin,6 Cu pixel interconnect + 1 Cu DBI pad + 1 back W shield +1 CMG grid,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/003_DEF-2604-801.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2604_801_sony_lyt_901.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2604_801_sony_lyt_901/profile.json
DEF-2604-802,DEF,2026-06-19T00:00:00.000+00:00,2026,Samsung,3LD (S5K3LD),CMOS Image Sensor,Samsung ISOCELL 3LD Device Essentials Folder,"Samsung 3LD (S5K3LD), 12MP, 1/3.94"" Format, 1.00 µm Pixel Pitch, Stacked Back Illuminated CMOS Image Sensor",cmos_image_sensor,1.0,12.0,,,"1/3.94""",3.2,1.5,,,,,,,20.1,5.36 mm × 3.75 mm (20.10 mm 2 ),15.2 mm × 13.7 mm × 6.3 mm thick,Samsung,45.0,,160.0,"4-shared (2×2×2 - dual photodiode configuration), 3.75T effective per pixel",four_shared,3.75,,back_illuminated,,dual_vertical_transfer_gate,true,,true,full_depth_front_dti,,,,,polysilicon,,,rggb_bayer,gapless_ocl,tin,4 Cu + 1 back ISOCELL grid (pixel array) + 1 back W shield/TSV + 1 back Al bond pad,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/001_DEF-2604-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2604_802_samsung_3ld_s5k3ld.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2604_802_samsung_3ld_s5k3ld/profile.json
DEF-2605-801,DEF,2026-06-12T00:00:00.000+00:00,2026,OmniVision,OV52A,CMOS Image Sensor,Technical Report: OmniVision OV52A Device Essentials Folder,"OmniVision OV52A, 200MP, 1/1.28"" Format, 0.61 µm Pixel Pitch, Stacked Back Illuminated CMOS Image Sensor",cmos_image_sensor,0.61,200.0,,,"1/1.28""",3.0,1.6,3.0,1.6,3.0,1.22,1.22,,95.12,11.19 mm × 8.50 mm (95.12 mm 2 ),43.8 mm × 33.5 mm × 12.2 mm thick,XMC,40.0,,160.0,"Eight-shared (4×2-pixel configuration), 1.75T effective per pixel",eight_shared,1.75,,back_illuminated,,vertical_transfer_gate,true,true,true,partial_depth_back_dti,,,,,,,,rggb_bayer,gapless_ocl,tin,"5 Cu + 1 Cu DBI pad, 1 back CMG light shield/grid + 1 back Al bond pad",,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/002_DEF-2605-801.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2605_801_omnivision_ov52a.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2605_801_omnivision_ov52a/profile.json
DEF-2606-802,DEF,2026-06-16T00:00:00.000+00:00,0,OmniVision,BKQ-N49_Rear-Cam3_CIS,CMOS Image Sensor,Technical Report: OmniVision 50 MP Rear Camera Sensor (Honor Magic 8 Pro) Device,,cmos_image_sensor,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/167_DEF-2606-802.html,,,
DEP-1804-802,DEP,2018-08-30T00:00:00.000+00:00,2018,STMicroelectronics,56G08A,CMOS Image Sensor,STMicroelectronics 56G08A IR Camera from the Apple iPhone X Device Essentials Plus,,cmos_image_sensor,2.8,,,,,,,,,,,,,,,,,,,,,two_shared,,,,,,,,true,full_depth_front_dti,,,,,polysilicon,,biased,,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/045_DEP-1804-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/pdfs/045_DEP-1804-802/STMicroelectronics_56G08A_IR_Camera_DEP-1804-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/dep_1804_802_stmicroelectronics_56g08a.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/dep_1804_802_stmicroelectronics_56g08a/profile.json
